SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500575,VOLTAS LTD  ,A ,Q,637.00,637.15,628.60,635.10,633.30,629.80,1210,63813,40385712.00,
500620,GREAT EASTE ,A ,Q,373.00,373.00,354.90,364.10,362.00,371.40,332,5098,1840298.00,
500645,DEEPAK FERT.,A ,Q,363.95,367.35,351.40,355.55,355.55,363.40,389,13164,4752985.00,
500650,EXCEL INDUST,B ,Q,1405.00,1430.80,1387.75,1412.80,1427.95,1382.10,271,3829,5394976.00,
500655,GARWARE POLY,X ,Q,156.00,160.90,153.30,156.80,153.50,158.05,27,2205,345401.00,
500660,GLAXOSMITH  ,A ,Q,2340.00,2346.00,2312.05,2327.75,2327.75,2324.10,109,416,965655.00,
500670,GUJ.NARMADA ,A ,Q,457.40,461.00,450.00,454.30,455.00,455.05,2906,162859,74162385.00,
500672,NOVARTIS    ,B ,Q,651.05,665.00,648.40,650.80,650.80,656.50,282,7469,4870129.00,
500674,SANOFI      ,A ,Q,4848.00,4872.00,4817.00,4849.50,4863.00,4850.15,18,78,377841.00,
500676,GLAXOSMITHKL,A ,Q,5972.95,6064.95,5954.00,5982.55,5983.00,5959.95,72,279,1674972.00,
500680,PFIZER LTD. ,A ,Q,2225.00,2230.00,2188.10,2197.30,2230.00,2190.65,90,357,783846.00,
500690,GUJ.ST.FERT ,A ,Q,129.90,131.00,129.10,129.60,129.60,128.85,1453,257083,33455101.00,
500696,HIND UNI LT ,A ,Q,1491.50,1498.00,1471.00,1474.55,1474.55,1491.25,790,20290,29996744.00,
500710,AKZOINDIA   ,B ,Q,1922.95,1922.95,1908.00,1915.25,1912.65,1917.35,25,81,155015.00,
500730,NOCIL LTD   ,B ,Q,217.30,221.35,216.50,217.70,217.70,215.65,1495,148048,32356323.00,
500770,TATA CHEM.  ,A ,Q,721.75,741.80,719.50,736.80,736.80,721.15,1568,486149,355933725.00,
500777,T.P.L.      ,B ,Q,54.20,56.00,53.75,54.10,54.10,54.70,67,8005,437552.00,
500780,ZUARIGLOB   ,B ,Q,198.70,198.70,191.00,191.20,193.00,192.00,124,3667,712425.00,
500790,NESTLE (I)  ,A ,Q,9050.00,9125.95,8866.55,9057.50,9061.00,9061.55,733,3000,27115969.00,
500800,TATAGLOBAL  ,A ,Q,293.95,294.05,290.55,291.60,291.60,290.90,1527,235747,68997568.00,
500820,ASIAN PAINTS,A ,Q,1163.00,1198.85,1163.00,1184.45,1184.45,1159.85,1880,62621,74155769.00,
500825,BRITANIA IND,A ,Q,5398.90,5493.75,5381.05,5456.85,5458.75,5364.10,1065,5258,28580312.00,
500830,COLGATE PALM,A ,Q,1107.00,1112.00,1096.60,1102.25,1102.25,1102.15,399,8095,8958311.00,
500840,EIH LTD.    ,B ,Q,175.45,178.20,171.60,172.05,172.00,174.35,456,89765,15725472.00,
500850,INDIAN HOTEL,A ,Q,145.30,147.55,142.20,142.75,142.75,145.80,620,59095,8571327.00,
500870,CASTROL     ,A ,Q,192.05,196.65,192.05,196.05,196.05,192.70,1228,92527,18088922.00,
500875,ITC LTD.    ,A ,Q,280.00,281.00,278.15,279.25,279.25,278.30,2973,434905,121593374.00,
500877,APOLLO TYRES,A ,Q,287.20,293.25,286.65,291.95,291.95,286.20,1862,897730,260858078.00,
500878,CEAT LIMITED,A ,Q,1556.85,1597.20,1539.00,1560.05,1560.05,1544.45,2868,81598,127674457.00,
500940,FINOLEX IND.,A ,Q,656.00,664.00,656.00,660.00,664.00,658.55,36,62192,41047780.00,
501148,DALAL ST INV,XT,Q,131.90,131.90,129.80,129.80,129.80,131.90,3,20,2617.00,
501150,CENTRUM CAP ,B ,Q,58.25,59.40,58.05,58.40,58.40,58.60,333,121530,7113452.00,
501179,OSCAR INV.  ,XT,Q,94.20,97.80,89.10,97.80,97.80,93.35,11,519,47181.00,
501242,TCI FINANCE ,B ,Q,30.50,31.40,29.25,29.40,29.60,30.85,309,34499,1042924.00,
501295,INDUS.INV.TR,B ,Q,105.00,105.00,105.00,105.00,105.00,109.00,1,5,525.00,
501298,INDUS.&PRUD.,X ,Q,1250.00,1250.00,1195.10,1195.10,1195.10,1199.90,20,309,371033.00,
501301,TATA INVEST.,B ,Q,851.95,854.00,840.00,841.00,841.00,846.95,231,4124,3483230.00,
501343,MOTOR&GEN.FI,B ,Q,40.45,44.50,40.20,43.60,44.50,43.90,11,402,16789.00,
501370,WALCHAND PF ,X ,Q,130.05,135.00,130.05,132.65,131.00,129.55,21,1230,162457.00,
501391,W.H.BRADY   ,X ,Q,163.00,178.95,163.00,176.30,178.50,164.00,14,443,76612.00,
501421,SOLIX TECHNO,XT,Q,91.20,99.95,91.20,96.00,96.00,96.00,16,747,70034.00,
501423,SHA ENG PLA ,X ,Q,1510.00,1520.00,1405.00,1420.60,1434.00,1471.10,527,12158,17887833.00,
501425,BOM.BURMAH  ,A ,Q,1570.00,1616.35,1555.00,1568.00,1568.00,1559.80,1232,25124,39765709.00,
501430,BOM.CYCLE   ,X ,Q,1837.00,1837.00,1837.00,1837.00,1837.00,1903.00,1,1,1837.00,
501455,GREAVES COTT,A ,Q,123.40,125.90,123.00,124.45,124.45,123.50,659,87117,10866823.00,
501700,INDIA NIVEH ,X ,Q,42.60,42.90,42.55,42.85,42.90,42.70,15,4250,181922.00,
501833,CHOWGULE ST ,XT,Q,13.40,13.40,12.25,12.75,12.75,12.85,6,2815,37448.00,
501848,GLOBAL OFFS ,B ,Q,25.95,27.80,25.15,27.05,27.05,25.55,69,9275,251009.00,
502015,ASIIL       ,X ,Q,32.70,32.70,28.05,30.70,30.50,31.55,97,21073,640641.00,
502090,SAGAR CEM.  ,B ,Q,941.45,944.75,938.30,940.20,940.00,949.50,29,520,489214.00,
502137,DECAN CEMENT,B ,Q,517.00,527.20,515.00,521.05,520.10,520.00,19,151,78142.00,
502157,MANGALAM CEM,B ,Q,301.00,307.15,301.00,302.25,304.60,307.15,48,2231,676543.00,
502165,OCL INDIA L ,B ,Q,1410.00,1435.00,1410.00,1411.05,1411.05,1405.75,47,1126,1598519.00,
502168,N C L IND.  ,B ,Q,247.60,249.40,242.35,243.65,244.50,244.95,176,668332,163079164.00,
502175,SAURAS.CEM. ,X ,Q,77.90,77.90,74.10,74.10,74.10,74.85,76,10933,821248.00,
502180,SRI DIGV CEM,X ,Q,32.00,32.20,30.25,30.65,30.65,31.70,581,312300,9685639.00,
502219,BOROSIL GLAS,B ,Q,922.15,940.00,917.05,934.70,924.70,922.15,596,10777,10042681.00,
502250,MARATH.REFRA,XT,Q,290.00,290.00,271.70,271.70,271.70,286.00,8,188,52330.00,
502281,TRIVENI GLAS,XT,Q,15.05,16.00,15.00,15.95,16.00,15.40,22,7545,119289.00,
502330,IPAPPM      ,B ,Q,323.45,326.00,320.00,323.70,323.80,316.70,112,9173,2969738.00,
502355,BALKRISH IND,A ,Q,1272.45,1305.00,1267.60,1282.70,1280.00,1270.60,1176,22713,29351538.00,
502407,NATH PULP   ,X ,Q,43.00,45.00,42.00,43.00,43.00,44.95,21,2581,113228.00,
502420,ORIENT PAPER,B ,Q,44.30,44.30,43.00,43.50,43.50,44.25,494,79152,3460790.00,
502445,CITADEL     ,X ,Q,38.80,38.80,36.25,36.50,36.50,37.45,6,490,18454.00,
502448,ROLLATAINER ,B ,Q,4.51,4.71,4.27,4.56,4.60,4.49,107,80271,353613.00,
502450,SESHA.PAPER ,B ,Q,935.00,945.00,924.00,936.30,936.30,928.20,22,788,736562.00,
502587,RAMA PULP   ,X ,Q,57.10,60.75,57.10,58.05,57.60,59.50,65,9324,545690.00,
502742,SINTEX IND. ,A ,Q,17.70,18.20,17.70,18.05,18.05,17.75,578,373020,6719793.00,
502761,BLUE BLEND  ,B ,Q,18.40,18.40,16.55,16.80,17.35,17.50,36,5409,91090.00,
502820,DCM LTD.    ,B ,Q,97.70,97.70,96.30,96.50,96.30,97.15,28,4576,442126.00,
502865,FORBES & CO ,B ,Q,3979.00,3979.00,3880.00,3915.60,3925.00,3893.60,177,909,3566402.00,
502901,JAMSHRI RANJ,XT,Q,16.75,16.76,16.75,16.76,16.76,15.97,7,2525,42318.00,
502937,KESORAM IND ,B ,Q,117.60,118.80,115.75,116.65,116.65,116.15,401,45843,5383208.00,
502958,LAKSHMI MILL,X ,Q,3525.00,3548.00,3502.00,3503.00,3502.00,3525.00,7,12,42330.00,
502986,VARDH TEXT  ,B ,Q,1219.00,1235.00,1219.00,1223.40,1234.95,1231.80,37,146,179468.00,
503031,PENLAND LTD ,B ,Q,24.30,25.00,24.00,24.60,24.40,24.25,591,167583,4114910.00,
503100,PHOENIX MILL,B ,Q,610.45,638.45,610.45,626.10,626.10,610.50,541,6971,4365035.00,
503101,MARATHON NEX,B ,Q,230.30,234.90,227.00,231.80,227.00,232.95,19,988,229488.00,
503162,REL.CHEMOTX ,X ,Q,99.55,99.90,93.20,93.55,93.20,95.60,38,1744,169134.00,
503169,RUBY MILLS  ,B ,Q,405.65,415.00,395.25,398.50,398.10,401.70,214,3543,1432620.00,
503229,SIMPLEX REAL,X ,Q,90.30,90.30,90.30,90.30,90.30,94.95,1,190,17157.00,
503310,SWAN ENG    ,A ,Q,170.80,172.60,165.00,168.30,168.30,167.70,556,259665,44305730.00,
503349,VICTORIA MIL,X ,Q,3391.00,3401.00,3390.05,3400.30,3400.30,3419.65,7,11,37363.00,
503657,VEER ENERGY ,X ,Q,30.85,32.00,30.65,31.35,31.25,30.65,650,177473,5517092.00,
503722,BANSW.SYNTEX,B ,Q,109.00,113.50,108.05,110.75,110.00,107.75,29,771,86069.00,
503776,MODIPON     ,XT,Q,19.00,19.00,19.00,19.00,19.00,19.20,1,50,950.00,
503804,SHRI DINESH ,X ,Q,169.00,179.00,165.50,168.50,179.00,169.95,26,1399,240252.00,
503806,SRF LIMITED ,A ,Q,2313.00,2394.30,2288.05,2373.20,2362.00,2313.25,1677,23811,55903519.00,
503811,SIYARAM SILK,B ,Q,659.60,674.00,651.45,669.95,669.90,646.75,79,660,441413.00,
503831,FOMENTO HOTE,X ,Q,129.80,130.00,126.35,126.80,126.75,130.00,6,195,24998.00,
503837,SHREE RAJSYN,X ,Q,14.00,14.00,14.00,14.00,14.00,14.50,5,620,8680.00,
503881,HIND.SYNTEX ,T ,Q,5.72,6.30,5.72,6.30,6.30,6.02,3,7201,41190.00,
503960,BHARAT BIJLE,B ,Q,1619.95,1679.95,1604.00,1654.40,1660.00,1606.70,299,3221,5318305.00,
504000,ELPRO INTER ,X ,Q,45.00,48.50,44.60,47.75,47.75,43.30,630,208382,9765662.00,
504008,EMCO LTD.   ,B ,Q,11.60,12.75,11.60,12.55,12.55,12.15,283,123884,1552090.00,
504028,GEE LTD     ,X ,Q,44.00,44.50,40.00,42.50,42.50,43.70,110,32588,1384826.00,
504036,HIND.RECT   ,B ,Q,150.95,153.70,144.35,145.75,145.10,144.05,110,5102,759729.00,
504058,NIPPOBATRY  ,B ,Q,826.75,832.90,805.00,810.75,805.00,813.15,16,142,115946.00,
504067,ZENSAR TECH.,B ,Q,1230.00,1266.00,1206.60,1255.10,1249.00,1237.00,857,7906,9832632.00,
504076,JYOTI LTD.  ,XT,Q,67.00,67.00,65.05,67.00,67.00,66.65,7,378,24888.00,
504092,INDOKEM LTD.,X ,Q,20.00,20.00,18.60,19.30,19.10,19.80,40,9110,175211.00,
504093,PANA ENERG  ,X ,Q,351.10,369.80,351.10,361.05,358.70,357.90,50,1420,514639.00,
504112,NELCO LTD.  ,T ,Q,206.25,206.25,197.30,200.05,201.35,196.80,447,48338,9761933.00,
504132,PERM MAGNETS,X ,Q,83.60,93.35,81.00,93.35,93.35,84.90,110,8276,743059.00,
504176,HIGH ENERGY ,X ,Q,466.40,466.40,438.00,459.00,459.00,447.00,11,419,185287.00,
504212,UNIV.CABLE  ,B ,Q,156.55,168.70,156.55,166.45,167.20,154.45,914,46451,7648512.00,
504220,W.S.INDUSTR.,B ,Q,7.65,7.65,7.10,7.59,7.59,7.80,43,6530,47561.00,
504240,DELTON CABLE,X ,Q,21.20,21.20,21.20,21.20,21.20,20.20,2,6,127.00,
504258,LAKSHMI ELEC,X ,Q,700.00,700.00,672.45,677.15,673.25,691.50,71,2779,1918602.00,
504341,RELTD       ,X ,Q,30.50,30.50,30.50,30.50,30.50,30.50,4,793,24186.00,
504356,MULTI-PURPOS,XT,Q,21.20,21.20,21.20,21.20,21.20,21.60,1,10,212.00,
504369,GRANDMA TRAD,XT,Q,3.82,3.82,3.82,3.82,3.82,3.89,1,385,1470.00,
504378,NYSSACORP   ,SS,Q,1.77,1.77,1.77,1.77,1.77,1.77,1,10,17.00,
504392,KRISHNA VEN ,XT,Q,33.65,33.65,33.65,33.65,33.65,34.30,1,3,100.00,
504605,UNI ABEX    ,XT,Q,602.20,602.20,602.10,602.10,602.10,602.20,2,35,21076.00,
504614,SARDA ENMIN ,B ,Q,476.60,481.00,466.95,470.50,470.50,471.20,314,17485,8261938.00,
504646,BHAGWATI AUT,X ,Q,122.00,122.00,119.00,119.05,119.05,118.10,7,197,23619.00,
504701,GONTER PEIP ,XT,Q,6.18,6.18,6.18,6.18,6.18,6.50,2,404,2496.00,
504713,HIND.WIR LTD,X ,Q,41.95,41.95,41.95,41.95,41.95,44.15,1,12,503.00,
504741,IND.HUME PIP,B ,Q,342.10,349.75,342.10,344.85,343.00,344.05,118,4548,1571073.00,
504786,INVEST &PREC,X ,Q,416.00,422.00,411.00,411.10,418.50,410.00,39,983,407299.00,
504840,KAIRA CAN CO,XT,Q,1200.00,1200.00,1096.30,1192.20,1193.75,1151.95,26,113,128469.00,
504879,ORIENT ABRAS,B ,Q,42.00,42.00,40.55,40.70,41.00,41.70,33,5987,246645.00,
504903,RATHI ST    ,Z ,Q,1.52,1.52,1.52,1.52,1.52,1.57,2,700,1064.00,
504908,DUNCANENG   ,X ,Q,79.40,79.40,72.10,72.10,72.10,75.70,2,2,151.00,
504918,SANDUR MANG.,X ,Q,1109.00,1137.00,1109.00,1114.15,1111.10,1120.45,114,2132,2378971.00,
504959,STOVAC IND. ,X ,Q,3150.00,3210.00,3150.00,3174.00,3155.00,3155.25,46,371,1180533.00,
504961,TATA YODOGAW,XT,Q,63.60,65.00,63.55,63.75,63.75,65.00,8,420,26751.00,
504966,TINPLATE    ,B ,Q,238.60,241.50,232.10,233.50,233.50,237.95,1771,149082,35277975.00,
504973,TIFHL       ,A ,Q,686.20,701.90,680.15,685.90,690.00,682.00,56,2660,1819537.00,
504988,WELCAST     ,X ,Q,870.00,916.70,870.00,898.15,900.00,915.00,12,63,56366.00,
505010,AUTO AXLES  ,B ,Q,1531.55,1550.50,1521.00,1533.95,1532.00,1523.40,63,341,523312.00,
505029,ATLAS CYCLES,T ,Q,163.75,164.00,160.75,162.15,162.15,164.00,34,5001,809753.00,
505036,AUTO COR.GOA,X ,Q,1199.95,1200.00,1155.00,1190.40,1199.00,1174.00,86,789,941778.00,
505075,SETCO AUTO  ,B ,Q,59.50,60.05,59.00,59.25,59.25,58.65,288,40560,2412452.00,
505141,SCOOTERS IND,T ,Q,59.30,60.00,55.00,58.95,58.95,57.85,30,3361,191884.00,
505160,TALBROS AUTO,B ,Q,320.45,324.00,317.10,320.15,320.15,320.50,104,5443,1746064.00,
505163,ZF STEERING ,B ,Q,1032.00,1043.75,1017.00,1021.40,1021.40,1031.40,188,1800,1845619.00,
505192,SMLISUZU    ,B ,Q,850.70,874.15,842.00,854.90,854.90,846.15,266,3381,2914452.00,
505196,TIL LTD.    ,B ,Q,516.30,516.30,496.00,502.95,512.00,502.95,77,727,367901.00,
505200,EICHER MOTOR,A ,Q,31020.00,32209.50,31019.85,31557.55,31557.55,31188.10,1044,1961,62421001.00,
505216,ALFRED HERB ,XT,Q,869.00,930.00,869.00,929.90,929.90,886.15,12,198,175752.00,
505230,CIMMCO      ,B ,Q,82.35,82.75,81.60,81.85,81.85,83.00,23,2269,186987.00,
505232,VELJAN      ,X ,Q,1087.00,1120.00,1040.00,1110.90,1105.00,1066.95,71,510,552841.00,
505242,DYNAMAT.TECH,B ,Q,1862.05,1899.00,1825.00,1844.80,1830.00,1862.05,142,914,1688049.00,
505250,G.G.DANDEKAR,X ,Q,79.80,79.80,78.05,78.05,78.05,81.00,6,106,8424.00,
505255,GMM PFAUDLER,B ,Q,750.00,770.00,745.05,766.30,760.00,754.45,45,788,599708.00,
505283,KIRLOSAR PN ,B ,Q,1126.65,1126.65,1025.00,1091.05,1091.05,938.90,2493,75256,83046004.00,
505299,KULK-POWER  ,X ,Q,79.00,82.85,79.00,79.80,79.75,79.35,39,6193,495538.00,
505324,MANUGRAPH IN,B ,Q,47.40,48.80,47.15,47.25,47.50,47.25,7,1500,72106.00,
505343,MONOTYPE IND,X ,Q,0.76,0.76,0.76,0.76,0.76,0.79,36,137219,104286.00,
505355,NESCO LTD   ,B ,Q,595.00,603.00,580.50,587.50,587.00,577.30,371,7645,4533723.00,
505358,INTEGRA ENG ,X ,Q,58.00,58.00,56.50,57.10,57.55,57.35,61,10890,619954.00,
505368,REVATHI EQU.,B ,Q,570.60,570.60,555.00,555.00,555.00,554.00,5,51,28336.00,
505400,TEXINFRA    ,B ,Q,72.50,75.45,70.75,74.75,74.75,71.10,747,103079,7609174.00,
505412,WENDT(INDIA),B ,Q,3362.95,3363.00,3333.00,3345.20,3350.00,3342.00,44,234,784868.00,
505502,PSITINFRA   ,X ,Q,45.00,45.00,43.80,44.80,44.80,44.65,26,6029,269399.00,
505509,RESPON IND  ,B ,Q,75.40,82.85,75.40,82.15,82.15,79.30,133,11416,932413.00,
505523,MAHA CORP   ,ST,Q,0.29,0.29,0.29,0.29,0.29,0.29,1,501,145.00,
505526,DOLAT INV.  ,X ,Q,14.88,14.88,14.88,14.88,14.88,14.88,15,17150,255192.00,
505533,WESTLIFE DEV,B ,Q,395.95,395.95,386.10,390.50,390.00,389.45,695,34505,13477904.00,
505537,ZEE ENTER   ,A ,Q,585.95,594.00,582.35,591.70,593.05,582.60,456,23084,13550245.00,
505576,GOLDCORP    ,X ,Q,48.60,53.65,48.60,51.00,51.00,51.10,5,71,3539.00,
505590,SVPGLOB     ,X ,Q,306.80,348.90,295.50,340.85,340.85,294.35,586,45155,14851679.00,
505665,ANTIF BEARNG,X ,Q,410.30,412.00,410.10,410.50,410.50,411.00,10,302,124094.00,
505681,BIMETAL BEAR,X ,Q,565.00,578.00,564.00,569.15,578.00,556.70,18,888,508702.00,
505688,BHARAT GEARS,B ,Q,184.00,186.00,181.50,182.05,181.50,182.40,44,2112,388001.00,
505690,BRADY MORRIS,X ,Q,62.00,68.35,62.00,68.35,68.35,65.10,2,101,6897.00,
505700,ELECON ENG  ,B ,Q,82.85,82.85,80.00,81.05,82.45,81.55,450,52724,4304200.00,
505710,GRAUER& WEIL,B ,Q,66.10,66.75,64.15,64.50,64.50,64.90,438,73039,4783430.00,
505712,GUJ.AUTO GE ,X ,Q,265.00,274.95,262.10,262.50,262.60,259.40,38,3302,893360.00,
505714,GABRIEL(I)  ,B ,Q,154.30,155.20,151.00,152.20,152.00,154.30,262,14895,2283481.00,
505720,HERC.HOISTS ,B ,Q,142.00,147.00,141.00,141.90,142.15,141.70,342,9397,1351502.00,
505726,IFB IND.LTD.,B ,Q,1209.55,1219.40,1209.55,1215.95,1219.40,1200.25,14,102,123632.00,
505729,SINGER INDIA,X ,Q,60.95,60.95,58.05,58.35,58.35,59.75,487,156027,9221262.00,
505737,INTER.COMBUS,X ,Q,478.00,483.30,466.05,467.30,466.05,464.05,25,844,403321.00,
505744,FED MOG GOE ,B ,Q,473.05,476.50,460.00,461.20,461.20,471.10,102,3402,1597282.00,
505750,JOSTS ENG.  ,X ,Q,1135.00,1140.00,1135.00,1135.60,1135.00,1135.00,17,150,170685.00,
505790,SCHAEFFLER  ,B ,Q,5400.00,5433.65,5341.00,5367.75,5369.60,5400.00,13,22,118579.00,
505800,RANE HOLDIN ,B ,Q,2683.00,2749.00,2683.00,2720.80,2734.00,2725.00,40,156,423584.00,
505827,SNL BEARINGS,X ,Q,455.00,455.00,413.25,437.60,435.00,433.90,64,1568,683630.00,
505840,JAIPAN INDUS,XT,Q,48.30,49.00,46.15,47.65,49.00,48.30,21,2603,124529.00,
505850,MANCREDIT   ,X ,Q,4.19,4.24,4.06,4.17,4.18,4.12,95,121929,509444.00,
505854,TRF LTD.    ,B ,Q,242.00,242.30,234.00,236.15,236.50,238.75,156,5991,1427931.00,
505872,WPIL LTD.   ,X ,Q,582.00,590.00,582.00,589.40,585.50,576.85,57,1148,674988.00,
505890,KENNAMETAL  ,B ,Q,815.00,826.00,796.00,799.10,799.10,814.35,149,5967,4834621.00,
505978,TRITON VALVE,X ,Q,2047.95,2100.00,1982.65,2096.40,2070.05,1989.25,101,724,1490852.00,
506003,SUDAL INDUS ,XT,Q,9.50,10.45,9.50,10.45,10.45,9.97,2,105,1092.00,
506022,PRAKASH IND.,B ,Q,212.50,222.60,212.15,218.90,218.90,209.85,7244,610515,133057472.00,
506027,BHORUKA ALU.,X ,Q,0.46,0.49,0.45,0.46,0.46,0.47,6,11840,5735.00,
506074,ARSHIYA     ,B ,Q,77.85,77.90,75.05,75.55,75.90,75.50,45,4559,348650.00,
506076,GRIND NORTON,B ,Q,500.05,500.05,493.00,493.90,493.90,500.30,95,493665,246819705.00,
506105,STANROSE MAF,X ,Q,153.05,153.05,148.15,152.95,152.95,147.00,9,230,34625.00,
506109,GENESYS INT.,B ,Q,274.30,279.00,270.10,273.45,270.10,273.10,95,2241,614657.00,
506122,PANKAJPIYUS ,X ,Q,56.75,64.00,56.75,62.00,62.30,61.00,16,733,44598.00,
506128,PARNAXLAB   ,X ,Q,61.50,64.00,61.50,62.45,62.35,61.95,71,34719,2168747.00,
506146,VISAGAR POL ,B ,Q,0.97,1.04,0.97,1.02,1.02,1.03,46,124324,126567.00,
506186,GALAXY ENTER,XT,Q,26.00,26.75,26.00,26.50,26.50,25.50,10,2395,62992.00,
506194,ARIH SUPER  ,B ,Q,140.80,144.00,137.20,139.55,139.55,140.05,84,13248,1850989.00,
506197,BLISSGVS PH ,B ,Q,200.50,203.85,199.50,200.65,199.50,201.25,202,62076,12546435.00,
506222,INEOSSTYRO  ,B ,Q,905.00,919.50,902.00,902.50,902.00,905.00,24,110,100145.00,
506235,ALEMBIC LTD.,B ,Q,58.10,59.05,57.65,58.10,58.05,57.85,206,25024,1460252.00,
506248,AMINES&PLAST,X ,Q,67.90,70.00,67.90,69.95,70.00,68.05,43,3724,259000.00,
506260,ANUH PHARMA ,X ,Q,164.75,169.75,164.10,165.00,165.00,166.85,68,4223,702128.00,
506261,MODISON MET.,X ,Q,60.55,61.90,60.00,60.25,60.25,60.20,48,8189,494298.00,
506285,BAYER CROP  ,A ,Q,4625.05,4690.00,4611.05,4635.70,4690.00,4637.40,82,4889,22728766.00,
506390,CLARI CHEM  ,B ,Q,534.95,546.80,534.10,544.60,546.80,533.40,394,3905,2106692.00,
506395,COROM INTER ,A ,Q,485.50,485.75,475.05,482.75,482.35,480.15,419,5158,2485027.00,
506401,DEEPAK NITR.,B ,Q,267.30,270.95,265.10,267.85,268.00,266.60,841,24399,6530832.00,
506405,DHARAMSI CHM,X ,Q,100.05,102.00,99.25,100.00,100.75,101.80,54,5709,572949.00,
506414,DIL LTD     ,X ,Q,3035.00,3151.00,3000.00,3030.30,3002.10,2959.20,92,2407,7328623.00,
506480,GOCLCORP    ,B ,Q,515.00,515.00,508.00,508.00,508.00,510.60,4,105,53655.00,
506520,JAYSHRI CHEM,X ,Q,16.90,16.90,16.05,16.21,16.29,16.00,51,8617,140151.00,
506522,JL MORISON  ,X ,Q,1637.15,1637.15,1553.05,1557.10,1590.00,1488.35,77,1071,1730807.00,
506525,KANORIA CHEM,B ,Q,76.55,76.75,75.00,75.20,75.70,75.45,73,5166,389420.00,
506528,KELTECH EN. ,X ,Q,1462.90,1465.00,1365.05,1410.00,1410.00,1382.05,31,449,635004.00,
506532,NITTA GELA  ,X ,Q,208.35,219.45,208.35,215.60,214.00,210.85,56,1932,416581.00,
506579,ORIENT.CARB.,B ,Q,1159.70,1255.00,1159.70,1187.75,1175.00,1170.00,275,2743,3316589.00,
506590,PHIL.CARBON ,B ,Q,248.00,258.05,246.20,258.05,258.05,245.80,2109,174566,44399728.00,
506597,AMAL PRODUCT,X ,Q,153.95,155.70,149.25,153.00,152.25,151.10,68,6779,1028867.00,
506605,POLYCHEM    ,X ,Q,380.00,380.00,380.00,380.00,380.00,370.00,1,50,19000.00,
506618,PUN.CHEM    ,B ,Q,554.15,561.05,541.00,549.10,550.00,545.95,513,10548,5827173.00,
506642,SADHANA NITR,XT,Q,336.60,336.60,324.00,325.45,326.00,320.60,435,52684,17628315.00,
506655,SUDARSH.CHEM,B ,Q,583.30,603.00,582.00,586.30,586.30,583.05,894,27748,16391086.00,
506685,ULTRAMARINE ,X ,Q,351.00,359.90,350.00,352.80,351.15,355.05,120,5591,1970461.00,
506687,TRANSPEK    ,X ,Q,1684.00,1684.00,1600.00,1619.45,1619.45,1636.30,194,4064,6580342.00,
506690,UNICHEM LAB ,B ,Q,266.10,276.45,264.10,268.95,270.00,264.95,558,20229,5445312.00,
506720,ZANDUREALTY ,B ,Q,2136.00,2140.00,2050.00,2057.50,2067.00,2098.35,84,261,547253.00,
506734,MYS PETRO   ,X ,Q,122.50,124.00,122.50,123.80,123.80,122.95,4,12,1479.00,
506767,ALKYL AMINES,B ,Q,670.00,727.95,670.00,718.90,712.00,658.80,398,6175,4371280.00,
506808,TUTICORIN.  ,XT,Q,8.60,8.65,8.60,8.60,8.60,9.05,29,21173,182306.00,
506820,ASTRAZEN.PH.,B ,Q,1006.45,1006.45,990.00,995.15,995.00,1008.80,91,549,545827.00,
506852,PUN.ALKALI  ,XT,Q,44.80,45.80,43.50,44.00,44.00,44.55,61,11959,527850.00,
506854,TANFAC IND. ,X ,Q,132.70,132.70,124.95,126.50,126.50,128.50,76,14826,1867966.00,
506858,GUJ.PETRO   ,XT,Q,22.50,22.50,22.50,22.50,22.50,21.90,11,1000,22500.00,
506863,SWADESHI IND,SS,Q,0.76,0.76,0.76,0.76,0.76,0.76,8,7011,5328.00,
506879,GUJ.THEMIS. ,X ,Q,42.40,42.90,41.70,42.10,42.10,41.35,44,9893,418233.00,
506910,JAYSN DYEST ,X ,Q,72.25,77.00,72.25,77.00,77.00,75.00,5,980,72620.00,
506919,MAKERS LAB. ,X ,Q,89.00,90.50,86.00,86.05,86.00,88.85,34,2802,245389.00,
506943,J.B.CHEMICAL,B ,Q,317.25,323.00,317.25,320.10,319.95,317.35,102,3404,1086369.00,
506981,BL.CHIP TEX ,X ,Q,249.75,250.00,238.50,249.65,250.00,242.50,26,990,242572.00,
507155,JAGATJIT IND,XT,Q,107.15,112.00,107.15,111.90,111.90,112.00,10,364,40226.00,
507180,KESAR ENT.  ,B ,Q,39.85,42.40,38.15,41.10,41.00,41.35,23,1029,42115.00,
507205,TILAKNAG IND,B ,Q,23.35,23.70,22.10,22.25,22.10,22.90,402,109027,2507490.00,
507300,RAVALGAON   ,XT,Q,2045.00,2046.50,2045.00,2046.50,2046.50,2046.00,3,3,6137.00,
507315,SAKTHI SUGAR,B ,Q,16.60,17.50,16.40,16.75,16.90,16.35,131,19221,321883.00,
507410,WALCHANDNGR ,B ,Q,174.75,176.00,171.80,172.55,172.55,173.45,720,45617,7928173.00,
507435,KHOD.INDIA  ,XT,Q,74.00,74.00,71.20,73.00,72.00,71.55,13,528,38394.00,
507438,IFB AGRO    ,B ,Q,766.45,806.90,766.45,783.50,787.35,782.40,113,469,371552.00,
